Gene	C3L-00017	C3L-00102	C3L-00277	C3L-00395	C3L-00589	C3L-00599	C3L-00622	C3L-00625	C3L-00640	C3L-00819	C3L-00881	C3L-00928	C3L-01031	C3L-01036	C3L-01051	C3L-01052	C3L-01053	C3L-01054	C3L-01328	C3L-01453	C3L-01598	C3L-01637	C3L-01689	C3L-01703	C3L-01971	C3L-02112	C3L-02115	C3L-02116	C3L-02463	C3L-02606	C3L-02610	C3L-02613	C3N-00198	C3N-00249	C3N-00436	C3N-00512	C3N-00513	C3N-00514	C3N-00517	C3N-00518	C3N-00954	C3N-00957	C3N-01011	C3N-01997	C3N-01998
WDR81		15.270271398803272	15.773265891961723	15.47135628164037		16.477588995841288	16.046586748393793	15.615181591682042		15.460921146383738	16.88628675452971	15.81091816154997	15.592905910307119	17.104209845159215	15.866744491127362	15.3231978308885	15.265082853357153	16.537471180074856	15.866614469736202	16.62714982219967	15.890308922821243	16.029705716432257	15.493503312162582	15.871467193217718	15.403627217714359		15.85352845454348	15.831112565160398	14.511541962202102	16.02090983476323	15.860878435751946	16.06149029189728		16.022277540131544	16.41823306187021	15.926483385391279	15.534381435392815	15.39652840680318	15.480253188187655	16.349005907391373	15.592674416486751	15.441999606407176		15.127180178248373	15.90919429436942
WDR82	16.15429556425349	15.42524424392898	14.611241181613536	18.72080977017529	17.129736553405138	15.592591723546821	15.634478409966013	16.16676681188425	14.329856035259764	16.130641928391753	15.98662363898016	15.363656322167746	17.071734418991895	15.145749699962044	15.797121660509957	18.87552198212884	17.733346544743913	14.77411526149871	16.290705386926927	16.225434370112247	15.514294244443862	16.155942033659432	15.134426945932642	14.933142531381597	17.45373060878129	16.438234775952015	17.69472736962734	15.051862180831808	15.495982411237268	15.66339454236817	15.509833393234022	15.789672980586008	14.080257109158067	15.139942369071065	16.30787295896271	16.352435760732117	17.111482805613367	15.24423725727299	15.531727790084828	15.302411413948231	17.07196319862994	15.15916080101245	17.60377427664681	15.506765930766614	15.11445848706289
WDR91	14.38205986172367	15.591646607072002	14.676114078380648	14.291090235809762	13.992212355549368	14.036448285921509	15.131272102529975	14.974380716514371	13.70217515566637	15.630433790670422	16.34054091926948	15.115110534739484	16.159256083116407	16.302624019471235	16.138044114522224	16.277761760927202	14.781721759107716		15.269412102242194	15.799865258365166	14.772531160839609	14.63254343720753	14.650052110706765	15.346783091115263	15.89966657722356	14.646149457659927	16.792390079013238	14.61931345349673	15.387880253635904	15.955846267663016	14.650590662389977	14.77695640281875	15.177429513241702	16.45585056078419	16.242344896621372	15.12193621641149	15.314809817728012	15.5683622666128	15.989071783430642	15.335954676680133	16.475590173328882	16.299979239107344		15.32248983743902	16.071370699861177
WFDC2	13.268975074815637	15.5291843123179		13.23835776424325	13.137292117617703		15.394108505965061		12.380433879694762	13.399326944503226									12.538749365472635			13.069437057353799	12.099012667290587	13.212383308247901		14.129011815312827			12.581847192491713			13.392947818297095					11.900106329846574	12.613482670225675	12.888197338606814	13.685075237174418					13.60230291582848
WFIKKN1	17.186212586536023	16.36400159669342					15.918183870059233	14.741512236490621	13.006626440289606	17.1936029394006	14.039781784916809			15.71672324711577	15.47037811292264	13.489359896442918	14.64690082498857	16.41970728173146	17.45991800570933	16.76908943821023	17.14801929968183	14.967963445738736			14.422828222604824		14.681745418675359	13.736098233874223	15.316423053175154	15.844032828089778	13.88295507295941				15.197637328990494		15.36365454087855	13.740853080098203	14.502626168189781	17.189200320083252	15.264706757550936		15.602602997282329	14.272523805300173	
WFS1	16.010899296194186	14.062780929842054	15.265154998262663		15.030965164142719	15.086202866037874	15.649026521375374	15.642734273668129	15.366857533295816	15.885609931391484	16.139968067177147	15.26390405226136	16.49491782481962	15.333235555498689	15.206785762156152	16.14547715239597	16.811254198925376	16.567840717444312	15.594392855398423	14.642938111143552	15.016160411730201	15.942084440885974	14.702144714521681	15.945801254503534	16.376919608760083	15.854653927710583	16.400089494604753	15.547816119395067	17.275440662904963	13.864567868121197	14.686367777830638	15.22798236250272	15.490759152621417	15.343946966521214	16.027859809676876	15.765996343110952	16.343780747824653	15.903186792105574	15.76997719753538	14.65735729328952	16.936553904027637	15.498007206756306	15.418288772864905	15.702736085392859	15.882332863512358
WIPF1	13.658715204140911	16.781491671275138		16.64433484957684	15.283136876459688	16.318681157122747	15.419615537888294	15.37996119094485	16.248961451984503	15.190492828673596				14.076631971085213	15.954370788997783	15.820327701402968	14.99300593832043		15.562849561842938	17.424312188945997		16.425815602175756	14.931664386749057	16.2799131227813	14.707211830047605	15.478086365230606	15.8639754156521	14.384128163732873	15.470481943126702	16.153316256568196	15.159062797702628	14.827505622116723	16.04393053798505		15.364357927434854			14.947141641563684	16.485880521630044	15.692574631984401	16.308217561944442		15.807368610574505	13.172241183946683	15.955334700145455
WIPF2		14.122515001612612	14.058146659749228		13.880284514011045		14.146420242496461	14.666805386535493		13.53190408530466	15.829595961127694	15.08372678769299	14.86986678747358	15.569798940161588	14.464409146603158	14.790803283131043	15.378380731028141	16.355802701062704	14.364252846922984	14.78173305777337	14.811298208639474	14.54171235520632	14.481737081370852	12.813345087450024	14.41931252232257	14.569624225654163	13.776802002642704	14.181380045670268	14.269926371519347	15.02366027171242	14.941304824688423	14.515777633727515	13.451785604053606	15.65650061008707	13.186880478007682	14.62274566264901	14.097452482882108	14.659873788723058	13.908056898273198	14.52287535337227	13.0881128953492	14.114420472250695	15.121961199705655	14.072625827051095	
WIPI1				14.839201289518247								14.73732273390506	14.18214420249421		14.673651588553616				15.470340506331913		14.610935237926872	13.916195199766586		13.770208544449178				14.40148214638899		15.054195689279311	14.344818892023923			15.11044973575443	14.768333760012828	14.59130563456313		14.372372656254267	14.306693285607412			14.270355291094885		13.733550638579015	
WIPI2	16.3130846652608		14.473392273603563		15.603544240870386	13.896643609683027	14.915735245404248	14.528922588074456			15.080599478624082	15.507128484974437	15.003220787778263	13.934747724568393	14.601043380066429	15.051036540294294	14.24958422947183		14.033589222282064		15.10914154776127		15.460527509274863	14.722324908206032	15.082678044121172		15.3132600608932	15.753586029177447		14.169653740400658	15.213086336607295			15.346641641202067	14.913378802598045	15.894089358454355	15.570694695701219	15.68910859355241	15.603888238792543	15.352410589015795		15.623556926718566		15.126433124111275	
WLS							13.683756896880395	15.07740882190205			14.931726567764661	14.818923972009362	15.517685371587376	14.610283499812951	13.9676278504261	14.721798975985994	13.990888766799776	14.81395164348945	14.882750499277305	14.039779926931859	15.29922307475153	14.153770759667838	13.320950851309712		15.285668162724118		14.951235163567938	15.976467151573205		14.612763885043172	14.265336418397977	13.731762473540531		15.14571379517733	14.516966702894784	15.120181335197357	14.185816858057965	14.662235081626259	14.80227646506605			15.55260617562713		14.982547947845168	
WNK1	15.951312750795353	12.886329941416424	13.46176418281916	14.7079582095672	14.740589721581422	13.708248232459505	14.327305791968383	14.372984907722614	14.821346654779632	15.123814958352797		14.929234430501811	14.312957485117266	13.647844911528297	14.302120176961385	13.578076838995269	13.258124914710285	14.456586881755669	14.397584963682176	14.518889349951253	14.586976121848538	12.837897308101397	15.353606033149932	14.757832340538727	12.419347363981155	15.485416486091117	12.64310802358586	14.218034971700462	15.408838691444538	13.615829855611114	13.96852154602034	15.337831220192651	14.946328508634162	13.295668954192818	12.525356975640404	15.670393185603334	15.284775351618254	14.631210717895327	14.349494765626407	15.005384932287539	14.543930975795146	13.863786621306723	13.426946919721123	14.704685262824691	14.771895116456331
WNK2								13.478359207516224			13.009036755926925	13.603495892634317	14.020836154685343	13.050022198028925		12.922117293371434	13.064450364340132						12.375275682845082		13.966815974684074	13.30969818105322	13.701430174656089	13.97941218825665	12.929570096518585							13.949610933986243	13.941597017983673	13.355943364949912	13.323618224932044			14.074185116813515		14.123040055428046	
WRNIP1							17.50138424055854	19.014584278503964	17.069871810784257	18.026942111244356		13.885234353781236		12.272149131602971	11.971276078775736	17.961122662729323			15.05551630385159	14.415514999231439	19.22339065817085		14.45671798218961	14.241440311090084		18.08419405684246		17.73263887737302	13.19568643608026		12.636915536365896	14.011668949069529			14.04765191369468		17.757414611783414	19.371698608255144	17.20190744594737	14.656321302726903		19.480550870320698		18.128175239208222	14.578711298481071
WTAP	16.046129527264085			14.39525552014322	14.170878089892733		13.310945689425841		15.135016617554895	13.76641181166786										15.254772935064846			14.654851872564471	14.574363292610302		15.027196965204942			14.8503576889654	13.781120990323595		14.626142657232904	13.995357978794864				13.74426413341359			14.720059591912387	14.259528565031406				14.180872746828491
WTIP						16.68606153751632		15.877832214699543					13.171756992892307		15.391926020618728										15.715512952287838		15.753544788774693			14.935858058763122	15.993968854978906			16.85308890120608						14.255279141457363					15.338080101716479
XAB2				13.348367881031926	14.804280340983501		14.910900336185492	13.31640571937086	12.304159247013551	11.252583243484208	15.058048315347714	13.381601368773387		15.210807331296717	13.311985273348458			16.159994080524122	12.973087337321457	14.49269311406593	15.226894191052837	16.056076927346005	13.71996414056614	13.688797265645952		13.145419188462457		12.991045224093236	13.091380669893725	15.37181743123993	13.28643036297801	14.537262425231441		15.267254716365205	14.43397154108918	15.116151297966073	15.006257344554315	14.065900312750417	13.600955158336188	14.662007013301356		12.472053861707447			14.644474488314222
XAF1				13.524830585398053	11.04295507049701				11.716509359669402											11.594984671750785		15.986126276608275				11.933433603612945						11.622293593728122	11.417866858632511					14.173870223406647	14.15014253519123	13.280507472525382					13.091056107881904
XDH	15.850461364606483				17.01450613188066				13.96222677215702														16.759561420039184	16.17039567055183		16.465361539768875			16.702035722562	13.79257414571559		16.569869299995677							16.74506561192477						
XIAP			16.072587115648336	13.583706607714019	15.64675505955411	15.018483999890405	16.65243291847997	16.79637194335912		12.39926820548351		13.483107182995981									14.022145760659836		13.56367285261985	13.690644026584252		15.836221448291283	15.3245732379775	15.172702263431043	12.561401830574122	14.07135039468038	14.233160877908219	14.1890585598251	14.061100385238657	13.068427990617675	13.32256990757682	14.522477485358985	15.297996795692711	15.14237700085515	15.63873322231012	14.306312192662121		15.70780158666198			12.519739703225529
XPC				12.591508260251056	13.190515139339258			10.72862713770071	13.375167863853173	12.37288778361868		13.039453249308837								13.115298143941228	13.169105198465216		13.612697720796229			13.204703686781574			13.767690714637249			13.29571243758022	13.455313712208685				11.92704490644544			14.271294792470114	15.329830860265249			13.861785879702305	
XPNPEP1	16.31040884001042	17.988967748087983	18.3331905326248	15.923643042071003	17.806097828364575	16.363505022113866	17.263627304765695	17.441882843243864	14.960407639189585	16.347108604615208	18.229878018852073	18.513188777714472	18.238242883637263	17.899936751308168	17.62081349445882	17.32363559295267	17.886252443184453	17.9891387310831	16.407353864756185	15.91874307876584	18.35688382617474	16.91226227765346	16.873249429814198	15.957968751246458	17.489727362157936	16.80709872783215	17.510953056940117	18.07926161271383	17.49066486207227	17.041855161390163	17.382736218977552	17.141266295073805	15.893386041965629	18.950476099912265	16.609662791305666	18.142011985191765	17.592992179717605	16.460500200460828	16.79429494036289	16.634481318409264	15.256492792947737	18.541916157260914	16.83567685776827	17.945815919808517	16.172216437476052
XPO1	14.861417207006726	16.089617353951358	15.986519254471085	16.316874662511	17.19963158651365	16.597981431029282	17.2299486833668	17.58614081733365	16.305909412043682	18.543466026724985	16.053743965358862	16.618233276374248	15.98280584066849	16.316595455517376	16.70029390765823	16.70982276819974	15.320897093284911	15.840606841097495	16.99803121810113	16.858795668821834	16.70562671314092	15.65852844125036	16.451944892365862	16.473949294893146	16.336556495189978	15.74747404285476	16.75592589013374	17.31918196720374	15.973521231202318	16.543381478072813	16.375962831044276	16.503305548457966	15.989051462693517	15.90937739947227	17.130103012290377	16.995489048016342	17.221788459125175	17.194586179778288	17.239152699925288	16.128257652149678	16.43231393157943	17.271443020961975	14.484228077866097	16.85704216665362	16.454706838623288
XPO4					14.318753737780662		14.52610834844928	14.788917716766521				15.482552556324974					15.293297358206656		12.93519642214545		15.462606274018231	14.769250205470149	16.076082471903536	15.935555544252805		15.598147638493092			14.392757674517672	14.286437912532076	14.00849245314158	15.959652279172376		14.518160443281007	16.361364908062097	15.746960213140603	15.436770816251652	14.66614023829913		15.521905410898347	17.315020635407194	14.491105583870597	14.459697901099753	15.019990622914527	
XPO5	15.455039614670813	14.981616208086713	14.71626045775133	13.925191032759455	15.815203937976062		15.604542143383197	16.333844058148948	13.26921299351607	15.566105379279247	15.19683179999845	15.311914848309835	14.928918572112787	15.262865279942705	15.199825422814598	15.262253565023538	14.842386324588112	15.091139623791188	15.306087308792304	15.046396068945286	15.347699361355861	15.201837937654405	15.617404995397994	15.063017833813387	15.065407448011246	14.564479952359324	15.172133576277258	16.072698258614576	14.141624060187521	15.132339242052378	14.706007724661454	15.810720929632216	12.71128638836934	14.998092343485103	15.433623664804834	15.662402541473893	16.06853636806158	16.09903010488627	15.76622065536039	12.062040862318547		15.435867422922625	13.99838618585015	15.715594939623902	14.589569977828958
XPO6					11.57632323468911		12.436348109585333	11.69496109818094	10.778649254908405	11.695187852309138					11.124965409940232					14.225586525097595	10.887902250101519		11.949337371621176	11.347110205475348	11.598506216055592	11.705178675508042		11.808536711896778	13.067604087403986			12.476202526243434		10.50066427153473	11.721836796151798		11.511024590201544	11.66830306315238	12.201041379643048					11.460868875655397	
XPO7	15.512388394335707	14.747715234180422	13.147620658560404	14.54677504790307	14.236453706882564	11.118210519432127	15.694157529421304	15.583997093855467	14.170673651426007	14.62116997719704	14.88785985714788	15.380442410288495	14.94884268460083	14.94507381847354	15.11022049813858	14.976386222149296	14.693039724238353	14.908969350662769	14.86803997437002	14.780412164786277	15.361083649779466	15.176435840408839	14.233348950752491	14.272496110060432	15.100536533265005	14.103520511374496	15.410012769181275	15.511280247057817	13.788607799986222	15.233858070568592	14.852783640377176	13.70947147961554	13.45511025112265	15.49524669734618	15.352393564913864	15.074318840338934	15.421500469656946	15.131622990972781	15.212939181520143	13.742099886520034	15.126603765453414	15.430309431702758	13.693613221131429	15.429283964433594	13.738626434623411
XPOT	13.015790384887373	14.811839503963817	15.307002674535168	14.268015932419756	14.476556574179954		15.897296276584823	15.900366563102144	14.137748358021932	18.79779903844511	15.993744647212498	15.779471362914393	16.103264474819426	15.539490190156323	16.320554537584492	16.119575751539497	14.931116860795408	16.089160550188723	16.03542389185513	15.038175013847988	15.705597932857762	15.92597834261336	15.557423180944536	14.860012645954873	16.023173487123643	14.386184147876872	16.100770645504838	16.631851810803102	14.130114735274146	16.42512066305541	15.867497275960323	14.098073166592044	16.607405006752753	16.611432457763232	16.37870020980658	15.432550604732599	15.87667191077151	15.902967020818222	15.829244845982045	14.066622712410268	14.820919361617634	15.883010139070471	15.207009543639677	15.794096744031243	15.197927775169491
XRCC1			14.911386797919736	15.324622854629459	15.376696141949427	13.909530873075658	14.595515107151964	14.88243326327377	16.0141889102308			14.742753475047811	15.052506252796052		14.691306407559825	14.507393658028528	13.876618091954311				15.16958968785921	14.603161868431162	14.648269013017606	14.708566675176996	14.788838924373367	14.390120433388292	13.97691463918769	14.118919880255456	14.314969479505043	14.576890894144352	14.908302967089504	15.02046903396843	13.848201636136347	13.811843425824467		14.542576514610332	14.693780083638341	14.288968420327725	14.62926052862104	14.764942869064113		14.420618289401874	14.558223117593547	14.08466057841847	15.54959208024963
XRCC5	17.238423199024105	15.188002357343139	16.547416876638444	17.53701736186816	17.847233809492376	17.639173319496994	17.410656430909146	17.02507153143565	18.417646024170267	17.103294252956427	15.473757360089927	17.217046742431933	16.279338804572525	16.118307091678428	17.198196762892984	15.96641299328081	16.54301752126079	16.18072784410311	17.730564447914695	16.98643146359366	17.897296913551127	15.308924935266925	18.128392801187832	17.472425278591732	15.087350229582375	17.53727916323176	15.04722311520852	16.766862207370774	17.572610675298147	15.546718388561183	16.54197173129797	18.056873939561097	16.65357841552672	14.942663303385	16.376401935803653	17.19549277676523	17.680121739523404	17.479673004887832	16.89639289735784	17.651467234634605	16.600803054425064	16.169330432432897	15.249978161634608	16.440970792217627	17.167224027219362
XRCC6	18.507073260973655	19.527948761837187	19.11687035543553	18.983081316401158	19.358974878839156	19.523400465337374	20.032435302812633	19.21628045489875	19.007736272339425	19.642437227450714	19.374366277603198	19.781618782141177	19.60220233924172	19.187198734295677	19.900840716921536	19.679023475458415	19.252112328866428	18.82472779887611	19.68977320215104	19.814334760576205	19.964059560781834	19.15466592445333	19.313085164454737	19.557019842593473	19.41831753949017	19.116035239712748	19.787064603467147	20.02359791461364	19.25634269160058	19.28625028375959	19.003435088033008	19.077318086358204	18.953860359588646	19.254892417962647	19.88657420426752	19.765915966115006	19.932268917768518	19.88817153261577	19.714778520942144	19.52762053858768	19.873861570164472	19.30272917539695	19.26713583035012	19.552126936374464	19.72416205261448
XRN1				13.50989221247861	14.491033502806047				15.013931326725414						12.147118053066022	12.100623161924783				15.46173551807903	13.354560698647472		14.308287383096411	14.150174750213438	11.358971177878464	12.089023927235509	12.406175152947139	11.399188976628094	14.740828866399411	12.320908599687712	11.974269814228851	13.635946380884826	14.026249227562602		12.805623309303956			12.163707611548237		13.76383671564159	15.257707483080448				13.280279338005393
XRN2	15.497217589495854	13.072487653983194	14.877423115611276	14.532582384934578	15.51486104246552	17.01156578470354	15.477980840975276	15.273589158276799	14.659776130351078	14.982673510316431	12.993051933074659	15.57018503820178	15.293162015546468	13.362160540303313	15.764748723311763	15.90963413398917			15.122410192729559	13.832518407094494	15.923351980499664	13.634930989014538	15.25353040349094	15.522292526254885	15.38424869965312	15.272615935881136	15.796779649817513	16.107087226177192	14.91384082736814	15.181785817790658	14.915638450815482	15.646443692887718	11.73723799755863	15.321511792925484	15.848555657936783	14.979860842357963	15.65819612950877	15.816497143950357	16.049430759023522	15.194550323102883	16.258000194095448	15.57608185318147	12.203284981734221	15.638078093038652	15.459939871142906
XYLB	13.195695260795015	14.122335168098104	13.553836719735358	12.622737401311783	15.412596155507867		14.264346873736438				15.225253282414528	14.998733207108689	15.27982682412787	14.701512442236755		14.359784206792435	14.739381491781314				14.212590244993747	14.470708354331991	16.10823049657612	13.718811643052419	14.047893136026092	13.441025361711036	14.321454383298994	13.944162132056285	14.683265437957369	15.010595955937104	15.454068883875257	16.054802766928955		14.278862925230708	14.65563791785913	14.558543036512823	14.244589918622628	14.827018680528358	15.078512029623916	14.779471915761832		15.44253385787252	13.842585018165872	14.557605763999735	14.086798674209469
YAF2		12.062505961013581			12.473877826687518		12.450622816324898	13.212189715464278				11.63245066611904	11.848269246515873	12.252614026871058	13.121726610672736	12.433578536284362	12.236041093078736	13.360098916434074	12.233711638720385	11.541569742504166	10.185796426456763		11.886758572899756		11.198746643059179	11.213190062666788		11.592821679598007	10.922790993105131		12.240196078931252	10.690302855898898			12.624572779221992	10.53952268559912	10.84207241908589	13.236500890538021	13.045166620857474				13.288781003025164	11.986579532571897	13.155712725368913
YAP1	16.977449283630264	16.26989889347207	15.696776424818239	15.013085841719631	15.642421861780802	16.657286046627533	15.882520845216368	15.600415349279741	16.20467788302689	16.222251733883223	15.654836217760607	15.02440212286463	14.857227543082582	15.512935645711845	16.198014956071585	16.177945033462493	16.515251976096426	15.17848623563421	16.44012667023596	16.368067702228416	15.937968985960396	16.51880461837315	15.661337176583748	15.76668695142546	16.214624839342623	15.756185675017255	16.18609868691657	15.392983194225142	15.974919082946721	16.40299810132998	16.28987918691841	15.845159881144543	16.98513633300319	14.99047684016554	16.244264260312267	15.182563804629218	15.708823593827196	16.154124457233543	16.06087364121134	14.591379497171964	16.991536201489506	15.382959020677776	16.95445482088496	14.806778679448938	16.186166265811526
YARS	17.275437246186662	17.868376718137018	19.5404501007006	17.067173787996207	17.215847891523975	17.707112729100075	18.473730635835743	18.894105501395135	16.2608847046977	17.67106506030572	19.748020764059362	19.89438632197379	19.737803576029794	19.542214093915934	18.872611241604805	18.705032717059204	19.126307925798827	19.603177001990357	17.868298319958484	16.452542098173286	19.451909004359702	18.53728778011203	16.51564553830711	16.877882881489423	18.918847210688934	16.703643674159828	18.3796128892901	19.822504846586018	16.99144250668044	18.69079263567565	18.79642017729043	16.964287174160976	16.214274975135233	20.07142640413306	17.73999293161505	18.70827585400373	19.00255599392956	18.716975361053187	18.2843336096402	16.91817931130792	17.41262468869997	19.568957666298974	17.876922352751944	19.397895258009843	16.987690604814556
YARS2	14.76716085927528			14.426361862056899	16.052604728117075	15.557803302627452	15.975178776105693	16.414461843733424	15.950356342923206	15.372964414783763	14.810989558535706	15.988360874350375	16.02975668958278	16.308237104454335	15.997678172417714				16.028838874634268	15.795430151140856	16.046774772010313		15.547366062052134	14.261851371243116		15.626980885852655		15.926008678991826	15.499471697663907		15.777527885837571	15.216290380061372	13.470777613850348	15.518268658485129	16.10293444423126	15.550933244123796	15.488515408786796	16.149496845294074		14.880045819524366					14.724607872568908
YBX1	16.75053437279239	16.499425483065924	17.205651919894713	17.127261448108587	18.069166400765976	15.874133149051504	17.82688091384738	17.770573948538374	16.073699636475432	17.61801755360163	17.17511879726406	18.20902687736783	18.88361142388446	17.562237347035257	17.880813705339783	18.424476583269634	17.76689442039315	16.84388777710056	17.635050057151595	15.943186492817132	18.50935816036946	16.978315457072032	17.484820946888302	17.89814324753011	18.256816674527588	17.9250260549931	17.907049559843124	19.049934440578596	17.654329048813413	17.486492477102068	18.179092064507945	18.104945602396185	17.611749829301257	19.03868188164847	17.687816472880936	18.105791398455356	18.256281787402845	18.33039899504263	18.12757921901248	17.75334199458249	17.262225838533315	18.899975191693255	17.383447403747684	18.97994634023111	17.912142020106998
YBX3	11.855230747770118	16.339560948843754	18.14001227794131	15.981653644579463	14.801735150717509	15.573642498841377	16.895355900664587	17.577315689157583	15.033747083280423	16.221130583701257	17.492737553154484	18.509807078832385	18.379342479165803	17.819640274522783	18.13781147523647	17.736050528858154	17.893422899100067	18.351327237511335	15.858784527978969	13.87117079880708	18.64295922744481	16.89686260279096	14.991316763764415	16.52590753572592	17.16850633921918	14.491479643886697	17.301673385146703	18.765459119488046	15.452048639507945	16.753393176243584	16.68708536049348	15.420025517417422	16.743400402091392	18.66812086013236	16.688411985308665	17.52192996147975	17.62832167528918	17.821198144515346	17.66594238285259	17.100605444234414	11.648519540849367	18.051210266151543	17.02361252912939	18.39994370004523	16.392745249432895
YEATS4					14.367628551201994		12.626522079962912			13.090981797011969		11.884584320497126			12.371116701894177						12.909990452854986			12.763374179489258		12.169585149981648		15.331984274085817											13.634948485509607	15.976186861196691					15.114693417762547
YES1	17.354650483319325			16.340864102064707	17.793876605027602				16.41467000327511	15.714193091220151		13.735575559342774							14.823303668797767	17.919349163483083	14.74635353537447		17.45502993499961	16.792804339083826		15.339962816747565			17.835845422708907			17.347965645574995	16.25583804244908				15.337215734265522	13.647236830594533		15.892397643026994	17.615956295193836				15.786545700222996
YIF1B		14.706654720468118		12.696936413488173	13.722672515947648		15.618301251253667	15.082247132519813	12.907364146284154	15.610717834360367			14.584969597002885		15.019025613002814	14.881126151203777			14.715300024365014		15.32464632591546	15.541308201124208		12.138080365745742				15.045481124767312		15.376912943168188	14.837193265003894			15.451079314040486	14.494767527554458			14.083166194404601	14.795615317815187			14.92829994418308	15.223749015653237	14.577172147259176	
YKT6		15.161250435443693	15.579624490586498	15.47306139787517	18.902111974521826	14.946754395543415	16.037971616623988	16.615223656671326	15.905882589650815	15.038409247139109	16.20464677861853	16.757453652106356	16.20404069493321	15.68557647438699	16.093939823981188	16.601799499602844	16.279292045062192	14.152904699826182	15.901093841734797	14.531350721688518	16.224992259627633	15.829678626546121	15.457980882971933	18.56492495707786	16.834332092662205	21.494785128088463	16.606843141620992	16.219129594011296	16.46370170546361	15.298937120804982	15.594143153357196	15.3237448638846	15.03468240765053	16.594830598943417	16.332646593952056	16.231497725895363	15.751066318593924	16.002285849123346	16.765444612437232	15.21820830317178	14.151028180241262	16.566730124246124	15.636359163201295	17.105733189298203	17.644785739245503
YLPM1		14.653630763661583	15.061038347520336	15.504748188570822	14.985008689611849	16.98368946560868	17.11545529838081	17.80162275043019	14.816839894158102	16.40536532554752	16.001494508736616	15.858620050460562	15.664183842528276	15.742381943618668	16.09151017850571	15.61765916782636	15.4095116378844	15.341898741463382	15.975717736059636	15.943042797164766	15.126126146143262	16.010116863906646	14.624955697236729	16.256773484242746	15.745569190499793	14.409883568469628	16.377005143268477	15.488372567258931	14.549509728069417	16.707000259220013	16.635668174371084	14.864281117261932	16.586366371761294	15.798500053977342	15.453807459212918	15.596069549434525	15.286622608424935	15.828284127462812	16.050000218537168	17.58189021437654	15.009283501539393	15.61291007946775	14.819598960722898	15.513969887587134	16.934959195525852
YPEL5		12.896094284394177		13.722873895419418	9.770288078532678				14.649450236329216				14.138093526831558		14.399105016631742	14.757000397872076	13.037470620163472						10.870383422211573	14.451635162403742	15.216894595093173			13.69840000921226	13.882176329242943		11.368270110079418	13.922226038039545	14.716861015051041					14.463666097186655	14.752913200641478	15.289461217062772		13.966101054977083		14.493081620835763	14.664322502195537
YTHDC1	13.133562986325416	16.205090498102482		11.54740362878985	12.58881093485341		16.65207756301036	16.176440479556266	11.146778590939288	15.417217272472596	15.607857373390928	16.059191254721796		15.765825785700398	16.631522459826506	16.411043926198584		16.001234781057317	15.833964513962218	13.711607794177223	16.586563602676293	16.72505068382275	15.052708144021059	15.266248846660373	16.40655233630691	14.77263671219932	17.20966284199727	16.49705624537755	12.789103969953482	16.30603038417264	16.30112435102187	14.704476608669765	12.044816695614912	16.409903078977134	16.004979382947678	16.636980550929465	16.090805223685493	15.720320890293575	16.519897970403143	14.488183592906875	12.875151385719207	16.068541949828337	16.786513701749247	16.37423884913436	12.517630319954607
YTHDC2				12.131751382584506	13.40944118368632		12.806722430512412	12.94584520044667				12.126819013080764	12.888114738331025		12.441311667763015	13.378614620173497				13.123913621802195	12.06284930503213	11.71697966226736	12.997668673880462	13.207328656623343	13.131458966945338	13.25305012739499		12.639494136895603	14.831876961524928	12.473523219079693	12.608948236097584	13.422302090421697		12.735446719684683		12.13518024956491	12.277284429105322	12.608698847717847	13.384630790734153	15.082561418627085	12.076289312445265	13.711702916490518		12.222124806419515	12.44437861870825
YTHDF1	14.353465537330317	15.44212050944862	16.286862536239134	14.717175855662271	15.166160927005444		15.221970882551457	15.128775322007602	14.76315963620728	15.184063553673713	14.541474472743674	14.7740323184448	15.250336523458166	14.716410910764132	14.885975151498787	14.999812754578333		15.843191830002834	14.85870801223149	14.078294899569277	14.661952385367538	14.108866473979363	14.401221031382265	14.02854556255561	14.724221214824853	12.256378448017278	14.332078308183327	14.890568987729807	14.239438583029914	14.746484339509358	14.72372625020795	14.48690751649675	15.514030225174164	14.830331626876372	15.135847817342794	15.004943324105906	14.709369101769665	14.775909476951995	14.767930820491632	14.313825934801125		14.976403633891797	12.72580693727556	14.910145841048426	14.779789907209468
YTHDF2		16.12953628226449	16.085518570699815	15.361683975422451	14.513584050598821	15.931607540479249	15.197336829479037	15.328622744056398	14.703481200248689	14.917404844089496	15.689807045488067	15.45604083486236	15.415100752978269	14.977316646946422	15.018560888765473	15.25382776813825	15.407429236363722	14.966262085846553	14.914804267112181	14.236032581647796	15.137348634130989	15.363781983002683	14.98461541640093	15.282921496239082	15.08611581765878	14.945053649262617	15.250877724651069	15.710293836333284	15.554059561150341	15.497188615885927	15.301422222550073	14.716195850090996		15.270791228752447	15.862808453729768	15.525228608400788	16.17162634988204	15.447942370721945	15.362869815660265	16.489024696868203		15.681943963409681	16.125427491511182	15.457704901748675	15.715669204914567
